Model,Paliwo,Typ nadwozia,Przebieg,Kolor,Poj. silnika,Skrzynia biegów,Kraj pochodzenia,Moc silnika,Napęd,Kierownica,Cena,Województwo,Rodzaj ogłoszenia,Producent,Czy cena do negocjacji,Roczny przebieg,Wiek
Pacifica,Benzyna,Minivan,80000,Inny kolor,3600.0,Manualna,Brak danych,287.0,Na przednie koła,Brak danych,104900.0,Śląskie,Prywatne,Chrysler,False,12598.425196850574,6
107,Benzyna,Hatchback,155000,Czerwony,998.0,Manualna,Polska,68.0,Na przednie koła,Brak danych,7999.0,Mazowieckie,Prywatne,Peugeot,True,10801.393728223065,14
A6,Diesel,Kombi,373000,Czarny,2000.0,Automatyczna,Niemcy,170.0,Na przednie koła,po lewej,16000.0,Dolnośląskie,Prywatne,Audi,True,22813.455657492483,16
Up!,Benzyna,Hatchback,161500,Biały,999.0,Manualna,Polska,55.0,Na przednie koła,po lewej,10000.0,Wielkopolskie,Prywatne,Volkswagen,False,12097.37827715364,13
Panda,LPG,Hatchback,278821,Biały,1108.0,Manualna,Polska,55.0,Na przednie koła,po lewej,7500.0,Świętokrzyskie,Prywatne,Fiat,False,17053.272171253917,16
Passat,Diesel,Kombi,283000,Niebieski,1896.0,Manualna,Niemcy,105.0,Na przednie koła,po lewej,8200.0,Zachodniopomorskie,Prywatne,Volkswagen,True,14625.32299741609,19
Civic,Benzyna,Hatchback,248000,Czarny,1798.0,Manualna,Dania,140.0,Na przednie koła,po lewej,19500.0,Opolskie,Prywatne,Honda,False,12816.537467700318,19
Insignia,Diesel,Sedan,201000,Srebrny,1956.0,Manualna,Polska,130.0,Na przednie koła,Brak danych,25000.0,Wielkopolskie,Prywatne,Opel,True,19420.289855072635,10
Leon,Diesel,Kombi,209700,Srebrny,1968.0,Automatyczna,Brak danych,150.0,Na przednie koła,Brak danych,44000.0,Wielkopolskie,Prywatne,Seat,True,18475.77092511028,11
A3,Benzyna,Hatchback,318500,Czarny,1595.0,Manualna,Niemcy,102.0,Na przednie koła,po lewej,9000.0,Kujawsko-pomorskie,Prywatne,Audi,True,14918.03278688531,21
Xsara Picasso,Benzyna,Hatchback,171000,Srebrny,1749.0,Manualna,Polska,115.0,Na przednie koła,po lewej,4800.0,Wielkopolskie,Firmowe,Citroen,False,8009.367681498863,21
C-MAX,Diesel,Minivan,244000,Niebieski,1560.0,Manualna,Niemcy,109.0,Na przednie koła,po lewej,13900.0,Lubelskie,Firmowe,Ford,True,14063.40057636895,17
308,Diesel,Kombi,280211,Czarny,1560.0,Automatyczna,Francja,120.0,Na przednie koła,po lewej,19500.0,Podkarpackie,Prywatne,Peugeot,False,27073.526570048547,10
Civic,LPG,Hatchback,250200,Czarny,1800.0,Manualna,Brak danych,140.0,Na przednie koła,po lewej,15900.0,Podlaskie,Prywatne,Honda,True,13634.877384196252,18
308,Benzyna,Hatchback,166700,Biały,1199.0,Manualna,Francja,110.0,Brak danych,Brak danych,25900.0,Podlaskie,Firmowe,Peugeot,False,17828.877005347767,9
Seria 5,Benzyna,Sedan,107000,Niebieski,2000.0,Automatyczna,Niemcy,252.0,Na tylne koła,po lewej,94999.0,Małopolskie,Prywatne,BMW,False,12814.371257485169,8
Fiorino,Diesel,Minibus,187000,Inny kolor,1300.0,Manualna,Brak danych,95.0,Na przednie koła,Brak danych,16600.0,Warmińsko-mazurskie,Prywatne,Fiat,True,15141.700404858411,12
Altea XL,Diesel,Minivan,257000,Inny kolor,1598.0,Manualna,Dania,105.0,Na przednie koła,po lewej,17900.0,Pomorskie,Prywatne,Seat,True,17909.40766550534,14
Jazz,Benzyna,Hatchback,387099,Niebieski,1400.0,Manualna,Niemcy,96.0,Na przednie koła,po lewej,3900.0,Mazowieckie,Prywatne,Honda,True,16578.115631691715,23
Jazz,Benzyna,Hatchback,163000,Czarny,1200.0,Manualna,Niemcy,90.0,Na przednie koła,Brak danych,17900.0,Świętokrzyskie,Prywatne,Honda,True,11358.885017421675,14
Compass,Benzyna,SUV,80751,Czerwony,1400.0,Manualna,Polska,140.0,Na przednie koła,po lewej,68000.0,Kujawsko-pomorskie,Prywatne,Jeep,False,10986.530612245035,7
Passat,Benzyna,Sedan,247000,Szary,1799.0,Manualna,Polska,150.0,Na przednie koła,po lewej,7500.0,Wielkopolskie,Prywatne,Volkswagen,True,10143.737166324474,24
Cherokee,Diesel,SUV,218000,Czarny,2000.0,Automatyczna,Polska,170.0,4x4 (stały),po lewej,54500.0,Podlaskie,Prywatne,Jeep,True,19207.048458149933,11
Astra,Diesel,Kombi,125000,Inny kolor,1599.0,Manualna,Polska,81.0,Na przednie koła,Brak danych,39800.0,Mazowieckie,Prywatne,Opel,False,19685.039370079023,6
Zafira,Diesel,Minivan,296000,Czarny,1686.0,Manualna,Polska,110.0,Na przednie koła,po lewej,9900.0,Małopolskie,Prywatne,Opel,True,19283.387622149952,15
308,Diesel,Kombi,113590,Inny kolor,1499.0,Automatyczna,Brak danych,131.0,Na przednie koła,po lewej,47800.0,Lubuskie,Firmowe,Peugeot,False,26112.643678161465,4
Corolla,Diesel,Hatchback,273300,Srebrny,1364.0,Manualna,Polska,66.0,Na przednie koła,po lewej,9999.0,Śląskie,Prywatne,Toyota,True,14124.031007752004,19
Golf,Diesel,Kombi,241000,Czarny,1598.0,Manualna,Dania,105.0,Na przednie koła,po lewej,20900.0,Małopolskie,Prywatne,Volkswagen,False,19514.170040485973,12
Scenic,Diesel,Hatchback,107600,Biały,1461.0,Manualna,Francja,110.0,Brak danych,po lewej,46000.0,Lubuskie,Prywatne,Renault,False,12886.22754491032,8
CX-30,Benzyna,SUV,45500,Inny kolor,1998.0,Automatyczna,Polska,122.0,4x4 (stały),po lewej,111000.0,Dolnośląskie,Firmowe,Mazda,False,7165.354330708764,6
X3,Diesel,SUV,317000,Czarny,2000.0,Automatyczna,Niemcy,190.0,4x4 (dołączany automatycznie),po lewej,60000.0,Małopolskie,Prywatne,BMW,True,27929.515418502426,11
Sharan,Diesel,Minibus,333000,Czarny,1968.0,Manualna,Niemcy,140.0,Na przednie koła,po lewej,24000.0,Małopolskie,Prywatne,Volkswagen,True,21693.811074918696,15
Superb,Diesel,Sedan,368000,Czarny,1968.0,Manualna,Polska,190.0,Na przednie koła,po lewej,22500.0,Śląskie,Firmowe,Skoda,True,29797.57085020265,12
Vivaro,Diesel,Minivan,282300,Czerwony,1994.0,Manualna,Niemcy,101.0,Na przednie koła,po lewej,25400.0,Łódzkie,Prywatne,Opel,True,13222.482435597247,21
A4,Benzyna,Sedan,240000,Srebrny,1800.0,Manualna,Polska,150.0,4x4 (stały),po lewej,7900.0,Małopolskie,Prywatne,Audi,True,10278.372591006464,23
Seria 1,Benzyna,Coupe,140000,Czarny,1600.0,Manualna,Polska,122.0,Na tylne koła,po lewej,17300.0,Śląskie,Firmowe,BMW,True,9756.097560975672,14
A3,Diesel,Hatchback,245600,Niebieski,1968.0,Manualna,Polska,140.0,4x4 (stały),Brak danych,24000.0,Wielkopolskie,Prywatne,Audi,True,13384.19618528617,18
Golf,Diesel,Kombi,290000,Srebrny,1600.0,Manualna,Niemcy,110.0,Na przednie koła,po prawej,24700.0,Wielkopolskie,Prywatne,Volkswagen,True,23481.781376518393,12
Cee'd,Benzyna,Kombi,254000,Szary,998.0,Manualna,Austria,120.0,Na przednie koła,Brak danych,31999.0,Podlaskie,Firmowe,Kia,False,24541.06280193258,10
V40,Benzyna,Coupe,98000,Niebieski,2000.0,Manualna,Polska,152.0,Na przednie koła,Brak danych,52000.0,Zachodniopomorskie,Prywatne,Volvo,False,10481.283422459996,9
206,Diesel,Coupe,158000,Inny kolor,1398.0,Manualna,Brak danych,70.0,Na przednie koła,po lewej,3900.0,Dolnośląskie,Firmowe,Peugeot,True,7069.351230425084,22
Berlingo,Diesel,Minivan,142000,Inny kolor,1499.0,Manualna,Polska,130.0,Na przednie koła,po lewej,56800.0,Małopolskie,Prywatne,Citroen,True,26542.056074766806,5
Astra,Diesel,Hatchback,179000,Czarny,1600.0,Manualna,Polska,110.0,Na przednie koła,po lewej,33500.0,Warmińsko-mazurskie,Prywatne,Opel,False,19144.385026738153,9
E Klasa,Diesel,Sedan,488000,Niebieski,3200.0,Automatyczna,Niemcy,204.0,Brak danych,po lewej,17000.0,Mazowieckie,Prywatne,Mercedes-Benz,False,21834.451901566084,22
Focus,Diesel,Kombi,150000,Czarny,1499.0,Manualna,Niemcy,120.0,Na przednie koła,Brak danych,33500.0,Wielkopolskie,Prywatne,Ford,False,14492.753623188533,10
Astra,Benzyna,Hatchback,275000,Inny kolor,1598.0,Manualna,Polska,115.0,Na przednie koła,po lewej,18900.0,Dolnośląskie,Firmowe,Opel,True,26570.04830917898,10
Corolla,Benzyna,Sedan,204000,Czarny,1598.0,Manualna,Polska,132.0,Brak danych,Brak danych,28500.0,Mazowieckie,Prywatne,Toyota,True,14216.02787456455,14
Octavia,Diesel,Kombi,369000,Srebrny,1968.0,Manualna,Polska,110.0,Na przednie koła,Brak danych,15500.0,Mazowieckie,Prywatne,Skoda,False,27640.449438202435,13
Stonic,Benzyna,SUV,73988,Szary,998.0,Manualna,Niemcy,120.0,Na przednie koła,po lewej,65000.0,Śląskie,Prywatne,Kia,True,8860.83832335339,8
Seria 5,Benzyna,Sedan,253500,Inny kolor,2996.0,Automatyczna,Brak danych,272.0,4x4 (stały),po lewej,22000.0,Małopolskie,Prywatne,BMW,False,14610.95100864561,17
Impreza,Benzyna,Coupe,189000,Niebieski,1998.0,Manualna,Brak danych,218.0,4x4 (stały),po lewej,120555.0,Małopolskie,Prywatne,Subaru,False,7455.621301775174,25
Corolla Verso,LPG,Minivan,283000,Szary,1798.0,Automatyczna,Polska,108.0,Na przednie koła,po lewej,26000.0,Podkarpackie,Firmowe,Toyota,True,18436.482084690662,15
Town & Country,LPG,Minivan,318000,Czarny,3600.0,Automatyczna,Stany Zjednoczone,286.0,Na przednie koła,po lewej,47000.0,Lubuskie,Prywatne,Chrysler,False,28017.621145374673,11
Octavia,Diesel,Kombi,280000,Srebrny,1900.0,Manualna,Polska,105.0,Na przednie koła,po lewej,12500.0,Śląskie,Prywatne,Skoda,False,14470.284237726166,19
Auris,Diesel,Kombi,225000,Czarny,1998.0,Manualna,Niemcy,124.0,Na przednie koła,po lewej,30000.0,Dolnośląskie,Prywatne,Toyota,False,21739.1304347828,10
Seria 7,Benzyna,Sedan,304000,Czarny,3600.0,Automatyczna,Brak danych,270.0,Na tylne koła,po lewej,13500.0,Mazowieckie,Firmowe,BMW,True,13019.271948608188,23
S-Max,Diesel,Minivan,132000,Inny kolor,1997.0,Automatyczna,Niemcy,150.0,Na przednie koła,po lewej,79900.0,Wielkopolskie,Prywatne,Ford,True,30344.82758620753,4
Seria 1,Benzyna,Hatchback,132341,Czarny,1596.0,Manualna,Niemcy,116.0,Na tylne koła,po lewej,9500.0,Wielkopolskie,Prywatne,BMW,True,7212.043596730281,18
Mokka,Benzyna,SUV,64467,Brązowy – Beżowy,1400.0,Automatyczna,Polska,140.0,Na przednie koła,po lewej,49900.0,Pomorskie,Prywatne,Opel,True,6894.866310160495,9
Astra,Benzyna,Hatchback,236200,Inny kolor,1796.0,Automatyczna,Niemcy,125.0,Na przednie koła,po lewej,10000.0,Łódzkie,Prywatne,Opel,True,11606.879606879658,20
6,Benzyna,Sedan,200000,Szary,1798.0,Manualna,Niemcy,120.0,Na przednie koła,po lewej,17900.0,Zachodniopomorskie,Prywatne,Mazda,True,11527.377521613893,17
Civic,LPG,Hatchback,241000,Srebrny,1400.0,Manualna,Holandia,100.0,Na przednie koła,po lewej,16900.0,Wielkopolskie,Prywatne,Honda,True,16794.42508710812,14
Octavia,Diesel,Kombi,197184,Szary,1598.0,Manualna,Belgia,105.0,Na przednie koła,po lewej,20000.0,Wielkopolskie,Prywatne,Skoda,True,14770.337078651786,13
Felicia,Benzyna,Hatchback,133000,Zielony,1300.0,Manualna,Polska,68.0,Na przednie koła,po lewej,2750.0,Śląskie,Prywatne,Skoda,True,5246.548323471419,25
ix35,Diesel,SUV,172000,Biały,1685.0,Manualna,Brak danych,117.0,Na przednie koła,po lewej,43900.0,Lubelskie,Firmowe,Hyundai,True,15154.185022026553,11
Q2,Benzyna,Hatchback,144970,Biały,1395.0,Automatyczna,Polska,150.0,Na przednie koła,po lewej,70500.0,Podkarpackie,Prywatne,Audi,True,17361.676646706776,8
Superb,Diesel,Kombi,307819,Srebrny,1598.0,Manualna,Brak danych,105.0,Na przednie koła,po lewej,19000.0,Warmińsko-mazurskie,Prywatne,Skoda,True,21450.801393728358,14
Citigo,Benzyna,Hatchback,121460,Czerwony,999.0,Manualna,Polska,60.0,Na przednie koła,po lewej,24500.0,Kujawsko-pomorskie,Prywatne,Skoda,True,14546.107784431297,8
XCeed,Benzyna,Hatchback,51000,Czarny,1482.0,Automatyczna,Polska,160.0,Na przednie koła,po lewej,84900.0,Łódzkie,Prywatne,Kia,True,21702.127659575308,2
Stonic,Benzyna,Hatchback,55600,Biały,1000.0,Automatyczna,Polska,120.0,Na przednie koła,po lewej,72500.0,Mazowieckie,Prywatne,Kia,True,10392.523364486158,5
S-Max,Diesel,Minivan,312000,Czarny,1998.0,Manualna,Brak danych,140.0,Brak danych,Brak danych,12900.0,Warmińsko-mazurskie,Firmowe,Ford,True,16124.031007752013,19
Linea,Diesel,Sedan,185000,Srebrny,1300.0,Manualna,Brak danych,90.0,Na przednie koła,po lewej,9500.0,Podkarpackie,Prywatne,Fiat,True,10081.743869209859,18
Astra,Benzyna,Kombi,223250,Czarny,1398.0,Manualna,Polska,90.0,Brak danych,po lewej,8900.0,Dolnośląskie,Prywatne,Opel,True,13654.434250764602,16
Challenger,Benzyna,Coupe,50000,Biały,6200.0,Automatyczna,Stany Zjednoczone,707.0,Brak danych,po lewej,260000.0,Pomorskie,Prywatne,Dodge,False,7874.015748031609,6
CX-3,Benzyna,SUV,62000,Brązowy – Beżowy,2000.0,Manualna,Francja,120.0,Na przednie koła,po lewej,74900.0,Wielkopolskie,Prywatne,Mazda,False,9763.779527559194,6
SX4,Diesel,SUV,298000,Srebrny,1900.0,Manualna,Polska,120.0,Na przednie koła,po lewej,7300.0,Podlaskie,Prywatne,Suzuki,False,15400.516795865706,19
Vito,Diesel,Minibus,430000,Czarny,2200.0,Automatyczna,Polska,150.0,Na przednie koła,po lewej,15000.0,Wielkopolskie,Prywatne,Mercedes-Benz,False,16318.785578747684,26
Fiesta,Benzyna,Hatchback,140221,Czerwony,1242.0,Manualna,Niemcy,85.0,Na przednie koła,po lewej,17000.0,Mazowieckie,Prywatne,Ford,False,8576.207951070384,16
A4,Diesel,Kombi,375000,Czarny,1968.0,Manualna,Brak danych,136.0,Na przednie koła,po lewej,26000.0,Pomorskie,Prywatne,Audi,True,24429.967426710242,15
Tigra,Diesel,Kabriolet,215000,Czarny,1248.0,Manualna,Polska,51.0,Na przednie koła,po lewej,6000.0,Mazowieckie,Prywatne,Opel,True,10565.110565110612,20
Passat,Diesel,Sedan,320000,Czarny,2000.0,Automatyczna,Brak danych,140.0,Brak danych,Brak danych,10500.0,Mazowieckie,Prywatne,Volkswagen,False,18443.80403458223,17
Seria 3,Benzyna,Sedan,181000,Biały,2996.0,Automatyczna,Kanada,233.0,4x4 (stały),po lewej,36000.0,Wielkopolskie,Prywatne,BMW,False,12613.240418118547,14
i40,Diesel,Kombi,232000,Srebrny,1700.0,Manualna,Brak danych,136.0,Na przednie koła,po lewej,31600.0,Podkarpackie,Prywatne,Hyundai,True,17378.27715355817,13
Leon,Diesel,Hatchback,231705,Czarny,2000.0,Manualna,Niemcy,180.0,Na przednie koła,po lewej,28000.0,Zachodniopomorskie,Prywatne,Seat,False,14171.559633027602,16
Liana,Benzyna,Kombi,216700,Szary,1600.0,Automatyczna,Dania,79.0,Na przednie koła,po lewej,9900.0,Mazowieckie,Prywatne,Suzuki,True,11809.26430517717,18
Journey,Diesel,SUV,238000,Srebrny,1968.0,Automatyczna,Austria,140.0,Na przednie koła,po lewej,16900.0,Opolskie,Prywatne,Dodge,False,13717.579250720533,17
A4,LPG,Sedan,364000,Inny kolor,2976.0,Automatyczna,Brak danych,220.0,4x4 (stały),po lewej,9999.0,Śląskie,Prywatne,Audi,True,15588.865096359803,23
Cee'd,Diesel,Kombi,332000,Szary,1600.0,Manualna,Polska,115.0,Na przednie koła,po lewej,8400.0,Łódzkie,Prywatne,Kia,True,21628.664495114135,15
X1,Diesel,SUV,168662,Czarny,1995.0,Manualna,Brak danych,143.0,4x4 (stały),po lewej,48900.0,Opolskie,Prywatne,BMW,True,13656.842105263258,12
Caddy,Benzyna,Minivan,220350,Srebrny,1390.0,Manualna,Niemcy,59.0,Na przednie koła,po lewej,16300.0,Dolnośląskie,Prywatne,Volkswagen,True,14355.04885993494,15
Golf,Benzyna,Hatchback,75100,Czarny,1498.0,Automatyczna,Niemcy,130.0,Na przednie koła,po lewej,56900.0,Wielkopolskie,Prywatne,Volkswagen,False,10217.687074830059,7
Passat,Benzyna,Sedan,205750,Niebieski,1984.0,Manualna,Szwecja,150.0,Na przednie koła,po lewej,10499.0,Warmińsko-mazurskie,Prywatne,Volkswagen,True,10110.565110565156,20
Mondeo,Diesel,Kombi,264000,Czarny,1997.0,Manualna,Niemcy,140.0,Na przednie koła,po lewej,28900.0,Lubuskie,Prywatne,Ford,True,19775.28089887654,13
Liberty,Benzyna,Terenowy,242518,Brązowy – Beżowy,3700.0,Automatyczna,Brak danych,210.0,4x4 (dołączany ręcznie),po lewej,35900.0,Podkarpackie,Prywatne,Jeep,True,11917.34643734649,20
Seria 3,Benzyna,Sedan,198000,Niebieski,1995.0,Manualna,Polska,143.0,Na tylne koła,po lewej,26499.0,Opolskie,Prywatne,BMW,True,12110.091743119334,16
Kuga,Diesel,SUV,198000,Srebrny,1999.0,Manualna,Niemcy,140.0,4x4 (stały),po lewej,47200.0,Podkarpackie,Prywatne,Ford,True,16032.38866396773,12
X6,Diesel,Coupe,350000,Czarny,2993.0,Automatyczna,Polska,306.0,4x4 (stały),po lewej,73000.0,Śląskie,Firmowe,BMW,True,24390.24390243918,14
A4,Diesel,Kombi,395000,Czarny,2500.0,Automatyczna,Niemcy,163.0,Na przednie koła,po lewej,12500.0,Lubelskie,Prywatne,Audi,True,19410.3194103195,20
308 CC,Benzyna,Kabriolet,180000,Czarny,1600.0,Manualna,Polska,120.0,Na przednie koła,po lewej,17900.0,Małopolskie,Prywatne,Peugeot,True,13483.146067415822,13
XF,Diesel,Sedan,399999,Szary,2699.0,Automatyczna,Brak danych,207.0,Na tylne koła,po lewej,18500.0,Dolnośląskie,Prywatne,Jaguar,True,23054.69740634018,17
Seria 3,Diesel,Kombi,390000,Szary,1995.0,Automatyczna,Brak danych,150.0,Na tylne koła,po lewej,5190.0,Mazowieckie,Firmowe,BMW,True,19164.61916461925,20
Leon,Diesel,Hatchback,242750,Biały,1896.0,Manualna,Brak danych,105.0,Brak danych,po lewej,16000.0,Małopolskie,Prywatne,Seat,True,14847.094801223324,16
Astra,LPG,Sedan,262000,Inny kolor,1364.0,Manualna,Polska,140.0,Na przednie koła,po lewej,22500.0,Wielkopolskie,Prywatne,Opel,True,31377.245508982378,8
Seria 5,Diesel,Kombi,256000,Inny kolor,2000.0,Automatyczna,Belgia,184.0,Na tylne koła,po lewej,33500.0,Wielkopolskie,Prywatne,BMW,False,17839.721254355514,14
Corolla,Benzyna,Sedan,104000,Czarny,1598.0,Manualna,Polska,132.0,Na przednie koła,po lewej,49999.0,Pomorskie,Prywatne,Toyota,True,14149.659863945753,7
Soul,Diesel,SUV,235450,Brązowy – Beżowy,1582.0,Manualna,Francja,128.0,Na przednie koła,po lewej,15900.0,Śląskie,Prywatne,Kia,True,14400.611620795187,16
Meriva,Diesel,Minivan,230000,Srebrny,1686.0,Manualna,Polska,125.0,Na przednie koła,po lewej,7200.0,Podlaskie,Firmowe,Opel,True,10772.833723653443,21
Fabia,Diesel,Kombi,249900,Srebrny,1422.0,Manualna,Brak danych,80.0,Na przednie koła,Brak danych,5900.0,Lubuskie,Firmowe,Skoda,True,12914.728682170604,19
208,Benzyna,Hatchback,96105,Szary,1199.0,Manualna,Polska,82.0,Brak danych,po lewej,19500.0,Kujawsko-pomorskie,Prywatne,Peugeot,True,9285.507246376894,10
Golf,Benzyna,Hatchback,250134,Czarny,1390.0,Manualna,Niemcy,55.0,Na przednie koła,po lewej,15000.0,Dolnośląskie,Prywatne,Volkswagen,True,12291.597051597106,20
Grand Cherokee,Benzyna,SUV,109000,Biały,3600.0,Automatyczna,Polska,286.0,4x4 (stały),po lewej,135300.0,Śląskie,Firmowe,Jeep,False,20373.83177570128,5
Civic,Benzyna,Hatchback,315353,Niebieski,1399.0,Manualna,Polska,90.0,Na przednie koła,po lewej,2000.0,Śląskie,Prywatne,Honda,True,12950.841889117091,24
Kuga,Diesel,SUV,198000,Biały,1997.0,Manualna,Szwecja,150.0,4x4 (dołączany automatycznie),Brak danych,51500.0,Lubuskie,Prywatne,Ford,False,26938.775510204414,7
Qashqai,Diesel,SUV,174100,Czarny,1461.0,Manualna,Niemcy,110.0,Na przednie koła,po lewej,26000.0,Kujawsko-pomorskie,Prywatne,Nissan,True,12132.404181184746,14
Seria 3,Benzyna,Kombi,199568,Czarny,1995.0,Manualna,Niemcy,143.0,Na tylne koła,po lewej,26000.0,Dolnośląskie,Prywatne,BMW,True,12205.993883792116,16
A5,Diesel,Sedan,249521,Niebieski,1968.0,Manualna,Polska,136.0,Na przednie koła,po lewej,50000.0,Pomorskie,Prywatne,Audi,False,20204.129554656018,12
Grand Cherokee,LPG,Terenowy,198000,Biały,3600.0,Automatyczna,Stany Zjednoczone,286.0,4x4 (dołączany automatycznie),po lewej,96000.0,Kujawsko-pomorskie,Prywatne,Jeep,True,23712.57485029966,8
Golf,Benzyna,Hatchback,287000,Niebieski,1390.0,Manualna,Polska,122.0,Na przednie koła,po lewej,19800.0,Mazowieckie,Prywatne,Volkswagen,False,18697.068403908906,15
Seria 3,Benzyna,Sedan,182000,Srebrny,1995.0,Manualna,Brak danych,150.0,Na tylne koła,Brak danych,23900.0,Łódzkie,Prywatne,BMW,True,9918.25613079024,18
Octavia,Diesel,Hatchback,138000,Srebrny,1598.0,Manualna,Polska,90.0,Na przednie koła,po prawej,42900.0,Śląskie,Prywatne,Skoda,True,16526.94610778461,8
Golf,Diesel,Kombi,269600,Zielony,1900.0,Manualna,Niemcy,90.0,Na przednie koła,po lewej,6700.0,Zachodniopomorskie,Prywatne,Volkswagen,True,9509.700176366874,28
Octavia,LPG,Kombi,192000,Szary,1595.0,Manualna,Polska,103.0,Na przednie koła,po lewej,16300.0,Lubelskie,Prywatne,Skoda,True,12508.143322475644,15
B-MAX,Benzyna,Hatchback,140000,Inny kolor,998.0,Manualna,Polska,100.0,Na przednie koła,po lewej,25300.0,Wielkopolskie,Firmowe,Ford,True,12334.801762114635,11
Insignia,Diesel,Hatchback,244000,Brązowy – Beżowy,1956.0,Automatyczna,Niemcy,195.0,4x4 (dołączany automatycznie),po lewej,34400.0,Mazowieckie,Prywatne,Opel,True,18277.15355805256,13
A6,LPG,Sedan,277000,Inny kolor,2400.0,Manualna,Niemcy,177.0,Na przednie koła,po lewej,17555.0,Mazowieckie,Prywatne,Audi,True,12974.238875878276,21
508,Diesel,Kombi,265000,Biały,2000.0,Automatyczna,Niemcy,163.0,Na przednie koła,po lewej,18000.0,Dolnośląskie,Prywatne,Peugeot,True,18466.89895470395,14
Avensis,Diesel,Kombi,352057,Srebrny,1998.0,Manualna,Wielka Brytania,93.0,Na przednie koła,po lewej,12000.0,Zachodniopomorskie,Prywatne,Toyota,False,20291.46974063411,17
207,Diesel,Hatchback,185000,Czarny,1398.0,Manualna,Brak danych,68.0,Brak danych,Brak danych,7900.0,Warmińsko-mazurskie,Firmowe,Peugeot,True,12891.986062717851,14
207,Benzyna,Hatchback,208354,Biały,1600.0,Manualna,Holandia,150.0,Na przednie koła,po prawej,9999.0,Łódzkie,Prywatne,Peugeot,False,11354.44141689379,18
Vectra,Diesel,Kombi,306000,Czarny,1900.0,Manualna,Brak danych,120.0,Brak danych,Brak danych,6900.0,Warmińsko-mazurskie,Firmowe,Opel,True,15813.953488372168,19
Corsa,Benzyna,Coupe,224000,Srebrny,1364.0,Automatyczna,Brak danych,90.0,Na przednie koła,Brak danych,13500.0,Pomorskie,Prywatne,Opel,False,13700.30581039763,16
C3,Diesel,Hatchback,133000,Biały,1500.0,Manualna,Brak danych,102.0,Na przednie koła,po lewej,33300.0,Lubelskie,Prywatne,Citroen,False,18095.23809523832,7
X6 M,Benzyna,Terenowy,132000,Czarny,4400.0,Automatyczna,Stany Zjednoczone,700.0,4x4 (dołączany automatycznie),po lewej,180000.0,Mazowieckie,Firmowe,BMW,True,12753.623188405909,10
Polo,Benzyna,Hatchback,112000,Czarny,1984.0,Automatyczna,Niemcy,200.0,Na przednie koła,po lewej,73500.0,Małopolskie,Prywatne,Volkswagen,True,15238.095238095426,7
X7,Diesel,SUV,140000,Inny kolor,2993.0,Automatyczna,Polska,400.0,4x4 (stały),po lewej,289000.0,Podlaskie,Prywatne,BMW,False,22047.244094488506,6
X1,Diesel,SUV,113000,Niebieski,1995.0,Automatyczna,Polska,190.0,Na przednie koła,po lewej,74900.0,Małopolskie,Prywatne,BMW,True,12085.56149732632,9
Fiesta,Benzyna,Hatchback,249000,Czarny,2000.0,Manualna,Brak danych,150.0,Na przednie koła,po lewej,13000.0,Zachodniopomorskie,Prywatne,Ford,True,12235.87223587229,20
Panda,LPG,Hatchback,205500,Zielony,1100.0,Manualna,Polska,54.0,Na przednie koła,po lewej,5500.0,Kujawsko-pomorskie,Prywatne,Fiat,False,9625.29274004688,21
